msd_cattex_conv	TL	DMF
NOMcom	dossiere	dossière
APD	dotable	doutable
ADV	dotable (dotablement)	doutablement
APD	dotal	dotal
NOMcom	dotalie	dotalie
NOMcom	dotalise	dotalice
NOMcom	dotance	doutance
NOMcom	dote	doute
NOMcom	dotement	doutement
NOMcom	dotencïon	doutencion
NOMcom	dotëor	doteur
VER	doter	douter
ADV	doter (dotanment)	doutamment
APD	dotible	doutible
ADV	dotible (dotiblement)	doutiblement
APD	dotif	doutif
APD	dotos	douteux
ADV	dotos (dotosement)	douteusement
ADV	doucement	doucement
APD	doucement	doucement
APD	douceros	doucereux
APD	doucet	doucet
ADV	doucet (doucetement)	doucettement
NOMcom	douceté	douceté
NOMcom	douçor	douceur
NOMcom	dousse	dousse
ADV	douz	doux
APD	douz	doux
NOMcom	dove	douve
APD	dozain	douzain
NOMcom	dozain	douzain
NOMcom	dozaine	douzaine
APD	doze	douze
NOMcom	dragëoir	drageoir
NOMcom	dragëure	drageure
NOMcom	dragiee	dragie
NOMcom	dragon	dragon
NOMcom	dragonce	dragonte
NOMcom	dragoncel	dragoncel
APD	dramatique	dramatique
NOMcom	drame	drachme
NOMcom	drap	drap
NOMcom	drapaille	drapaille
NOMcom	drapee	drapée
NOMcom	drapel	drapeau
NOMcom	drapelement	drapèlement
VER	drapeler	drapeler
NOMcom	drapelerie	drapellerie
NOMcom	drapelet	drapelet
VER	draper	draper
NOMcom	draperie	draperie
NOMcom	drapier	drapier
NOMcom	drasche	drêche
NOMcom	draviere	dravière
NOMcom	drecëoir	dressoir
APD	drecëure	dressure
VER	drecier	dresser
NOMcom	drenc	drenc
NOMcom	dringuet	dringuet
NOMcom	dröe	droe
ADV	droit	droit
APD	droit	droit
NOMcom	droit	droit
ADV	droit (droitement)	droitement
ADV	droitier (droitierement)	droitièrement
VER	droitoiier	droitoyer
APD	droiturable	droiturable
NOMcom	droiture	droiture
APD	droiturel	droiturel
APD	droiturier	droiturier
VER	droiturier	droiturer
ADV	droiturier (droiturierement)	droiturièrement
NOMcom	dromedaire	dromadaire
NOMcom	dromont	dromon
APD	dru	dru
NOMcom	dru	dru
ADV	dru (drüement)	druement
NOMcom	drüerie	druerie
NOMcom	druge	druge
NOMcom	drugeman	truchement
DET	du	du
APD	dubitable	dubitable
NOMcom	dubitacïon	dubitation
NOMcom	duc	duc
APD	duchal	duchal
NOMcom	duchal	ducal
NOMcom	ducheaume	ducheaume
NOMcom	duchëé	duchée
NOMcom	duchié	duché
NOMcom	duchoise	duchesse
NOMcom	duel	deuil
NOMcom	duiçon	duisson
VER	duire	duire
APD	duire (duit)	duit
APD	duisable	duisable
NOMcom	duitor	ducteur
NOMcom	dun	dun
NOMcom	dune	dune
NOMcom	duplicité	duplicité
VER	dupliquier	dupliquer
ADV	dur	dur
APD	dur	dur
NOMcom	dur	dur
APD	durable	durable
ADV	durable (durablement)	durablement
NOMcom	durableté	durableté
NOMcom	duracïon	duration
NOMcom	durance	durance
VER	durcir	durcir
NOMcom	durece	duresse
NOMcom	duree	durée
ADV	durement	durement
APD	durement	durement
VER	durer	durer
PRE	durer (durant)	durant
APD	duret	duret
APD	durfëu	durfeu
APD	durié	durié
NOMcom	durillon	durillon
NOMcom	durté	dureté
APD	duver	duvé
NOMcom	duvet	duvet
NOMcom	ëage	âge
NOMcom	ëagement	âgement
APD	ëagier	âgé
VER	ëagier	âger
NOMcom	eaune	eaune
NOMcom	ebeine	ébène
NOMcom	ebenus	ebenus
APD	eborin	éborin
NOMcom	ebrïeté	ébriété
NOMcom	ebulicïon	ébullition
APD	eclesïal	ecclésial
NOMcom	eclesïal	ecclésial
APD	eclesïastique	ecclésiastique
NOMcom	eclesïastique	ecclésiastique
NOMcom	eclipse	éclipse
VER	eclipser	éclipser
NOMcom	eco	écho
NOMcom	econome	économe
APD	economique	économique
NOMcom	edefïage	édifiage
NOMcom	edefïement	édifiement
NOMcom	edefiëor	édifieur
VER	edefiier	édifier
NOMcom	edefiz	édifice
NOMcom	edificacïon	édification
NOMcom	edile	édile
APD	edit	eï
NOMcom	edit	édit
VER	editer	éditer
APD	efectüel	effectuel
ADV	efectüosement	effectueusement
VER	efeminer	efféminer
APD	efeminer (efeminé)	efféminé
NOMcom	efet	effet
APD	eficace	efficace
NOMcom	eficace	efficace
ADV	eficace (eficacement)	efficacement
APD	efical	effical
ADV	efical (eficaument)	efficaument
APD	eficïent	efficient
APD	efimere	fimère
NOMcom	efluxïon	effluxion
VER	efondre	effondre
APD	efrené	effréné
NOMcom	efusïon	effusion
APD	egent	égent
VER	egerer	égérer
NOMcom	egesté	égesté
NOMcom	egestïon	égestion
NOMcom	eglise	église
NOMcom	eglisete	églisette
NOMcom	ëindegré	eindegré
NOMcom	einon	einon
NOMcom	eissement	issement
APD	el	el
NOMpro	el	el
NOMcom	elacïon	élation
NOMcom	ele	elle
NOMcom	elebre	ellébore
NOMcom	eleccïon	élection
NOMcom	electre	électre
APD	electrin	electrin
NOMcom	elefantie	éléphancie
NOMcom	elegance	élégance
APD	elegant	élégant
NOMcom	element	élément
APD	elementable	élémentable
APD	elementable (elementé)	élémenté
APD	elementel	élémentel
NOMcom	elenche	élenche
NOMcom	eliotrope	héliotrope
NOMcom	eloquence	éloquence
APD	eloquent	éloquent
NOMcom	embabillerresse	embabilleresse
APD	embaciner	embassiner
VER	embaissier	embaisser
NOMcom	embanie	embannie
VER	embanir	embannir
VER	embargier	embarger
APD	embarnir	embarni
VER	embarnir	embarnir
VER	embarrer	embarrer
VER	embataillier	embatailler
VER	embatre	embattre
NOMcom	embaus(s)ement	embausement
VER	embaussemer	embausumer
VER	embaver	embaver
APD	embegaré	embegaré
VER	embelir	embellir
NOMcom	embelissement	embellissement
VER	embercier	embercier
VER	embesoignier	embesogner
VER	embevrer	embreuver
VER	embierer	embièrer
VER	embinotir	embinotir
VER	embireliquoquier	emburelicoquer
APD	embisé	embisé
NOMcom	embla(i)ement	emblavement
VER	embla(i)er	emblaver
NOMcom	embla(i)ëure	emblavure
VER	emblanchir	emblanchir
ADV	emblee	emblée
NOMcom	emblee	emblée
VER	embler	embler
ADV	embler (embleement)	emblément
VER	embloquier	embloquer
NOMcom	embochement	embouchement
VER	embochier	emboucher
VER	embocler	emboucler
NOMcom	emboclëure	embouclure
VER	emböer	embouer
VER	emboivre	emboire
APD	emboivre (embëu)	esbu
NOMcom	embolisme	embolisme
APD	embolismel	embolismel
VER	emborrer	embourrer
VER	emborser	embourser
NOMcom	embosement	embousement
VER	emboser	embouser
VER	emboter	embotter
NOMcom	embracement	embrassement
NOMcom	embracëure	embrassure
VER	embracier	embrasser
VER	embräeler	embraeller
VER	embranchier	embrancher
APD	embrasable	embrasable
NOMcom	embrasëor	embraseur
VER	embraser	embraser
VER	embriconer	embriconner
VER	embrider	embrider
VER	embriever	embriever
NOMcom	embrievëure	embrievure
VER	embrisier	embriser
NOMcom	embrivement	embrivement
VER	embrochier	embroquer
VER	embroiier	embroier
APD	embronc	embronc
VER	embronchier	embroncher
VER	embröoillier	embrouiller
VER	embrosder	embroder
NOMcom	embrüissement	embruissement
VER	embuiier	embuier
VER	embuleter	embulleter
NOMcom	embusche	embûche
NOMcom	embuschement	embûchement
VER	embuschier	embûcher
NOMcom	emende	esmende
NOMcom	emendement	émendement
VER	emender	émender
NOMcom	eminage	héminage
NOMcom	eminal	heminal
NOMcom	eminence	éminence
APD	eminent	éminent
NOMcom	eminete	héminette
NOMcom	eminier	héminier
NOMcom	eminote	héminotte
NOMcom	emispere	hémisphère
NOMcom	emissïon	émission
APD	emitrite	hémitrite
NOMcom	emomptoire	émonctoire
NOMcom	emorroi	émorroi
NOMcom	emorröides	hémorroïdes
NOMcom	empaistrement	empaîtrement
VER	empaistrier	empêtrer
VER	empaler	empaler
VER	empaleter	empaleter
VER	empalir	empalir
VER	empalüer	empaluer
VER	empaner	empaner
VER	empäorir	empeurir
VER	emparagier	emparager
VER	emparchier	emparquer
NOMcom	emparement	emparement
APD	emparenter	emparenté
VER	emparer	emparer
VER	emparfondir	emparfondir
APD	emparlé	emparlé
NOMcom	emparlëor	emparleur
VER	emparler	emparler
APD	emparlier	emparlier
NOMcom	emparlier	emparlier
NOMcom	empartiment	empartiment
VER	empartir	impartir
VER	empasser	empasser
NOMcom	empastement	empastement
VER	empaster	empâter
NOMcom	empcïon	emption
NOMcom	empëechement	empêchement
NOMcom	empëechëor	empêcheur
VER	empëechier	empêcher
NOMcom	empeigne	empeigne
NOMcom	empeignement	empeignement
VER	empeignier	empeigner
VER	empeindre	empeindre
APD	empeliçoner	empelissonné
VER	empendre	empendre
APD	empener	empenné
APD	empenné	empenné
NOMcom	empenon	empennon
VER	empenser	empenser
NOMcom	emperëor	empereur
VER	emperer	impérer
NOMcom	empererriz	emperesse
APD	emperïal	empérial
NOMcom	emperïal	empérial
APD	emperique	empirique
VER	empesantir	empesantir
VER	empesier	empeser
NOMcom	empetrage	empétrage
NOMcom	empetrement	empètrement
VER	empetrer	empétrer
NOMcom	emphiteose	emphytéose
NOMcom	emphiteosité	emphytéosité
APD	empieter	empiété
VER	empiler	empiler
NOMcom	empirance	empirance
NOMcom	empire	empire
APD	empirëal	empyréal
APD	empiree	empyrée
NOMcom	empiree	empyreum
NOMcom	empirement	empirement
NOMcom	empirëor	empireur
VER	empirier	empirer
NOMcom	emplage	emplage
VER	emplaidier	emplaider
VER	emplaidoiier	emplaidoyer
NOMcom	emplain	esplain
VER	emplaindre	emplaindre
VER	emplaquier	emplaquer
NOMcom	emplastre	emplâtre
VER	emplastrer	emplâtrer
VER	emplir	emplir
NOMcom	emplissement	emplissement
NOMcom	emploi	emploi
VER	emploiier	employer
NOMcom	emploite	emplette
APD	emploré	empleuré
VER	emploré	empleurer
VER	emplovoir	empleuvoir
APD	empluiié	empluyé
VER	emplumer	emplumer
NOMcom	empocïonement	empotionement
VER	empoignier	empoigner
VER	empoindre	empoindre
NOMcom	empointe	empointe
APD	empointier	empointé
NOMcom	empoisonement	empoisonnement
VER	empoisoner	empoisonner
NOMcom	empoisoneresse	empoisonneresse
NOMcom	emport	emport
VER	emporter	emporter
APD	empost	empost
NOMcom	empostume	empostume
APD	empoudrer	empoudré
VER	empoudrer	empoudrer
VER	empov(e)rir	empauvrir
VER	empovrecier	empauvrecier
VER	empreignier	emprégner
VER	empreindre	empreindre
NOMcom	empreinte	empreinte
VER	empreinter	empreinter
VER	emprendre	emprendre
NOMcom	emprenëor	empreneur
PRE	emprès	emprès
APD	empressement	empressé
NOMcom	empressement	empressement
VER	empresser	empresser
NOMcom	empresure	emprésure
NOMcom	empreu	empreu
VER	emprimer	imprimer
NOMcom	emprise	emprise
NOMcom	emprisonement	emprisonnement
VER	emprisoner	emprisonner
VER	emprover	emprouver
NOMcom	emprunt	emprunt
NOMcom	empruntëor	emprunteur
VER	emprunter	emprunter
NOMcom	empüance	empuance
VER	empullenter	empullenter
VER	empullentir	empullentir
VER	empunaisier	empunaiser
VER	empunaisir	empunaisir
NOMcom	emputëor	emputeur
VER	emputer	emputer
NOMcom	emulacïon	émulation
VER	emutiler	émutiler
ADV	en	en
APD	en	en
PRE	en	en
PRE	en.le	en.le
PRE	en.lequel	en.lequel
VER	enabiter	inhabiter
APD	enaceré	enacéré
VER	enaigrir	enaigrir
VER	enaissier	enaisser
APD	enamaillier	enamaillé
VER	enamer	enamer
VER	enamorer	enamourer
VER	enancrer	enancrer
VER	enarchier	enarcher
VER	enardre	enardre
NOMcom	enarme	enarmes
APD	enarser	enarsé
VER	enasprir	enasprir
VER	encagier	encager
NOMcom	encant	encan
NOMcom	encantëor	enchanteur
VER	encarreler	encarreler
VER	encaver	encaver
NOMcom	encavité	encavité
VER	enceindre	enceindre
NOMcom	enceint	enceint
APD	enceinte	enceinte
APD	enceinturé	enceinturé
VER	enceller	enceller
NOMcom	encendement	encendement
VER	encendrer	encendrer
APD	encendrer (encendré)	encendré
NOMcom	encenge	encenge
NOMcom	encens	encens
NOMcom	encensement	encensement
VER	encenser	encenser
NOMcom	encensier	encensier
VER	encensir	encensir
VER	enceper	enceper
APD	encerchable	encherchable
NOMcom	encerchement	encherchement
NOMcom	encerchëor	enchercheur
VER	encerchier	enchercher
VER	encerclé	encercler
VER	encerveler	encerveler
VER	enchacier	enchasser
NOMcom	enchäenement	enchaînement
VER	enchäener	enchaîner
NOMcom	enchäenëure	enchaînure
APD	enchaitiver	enchétivé
VER	enchambrer	enchambrer
APD	enchancrer	enchancré
NOMcom	enchange	enchange
VER	enchangier	enchanger
NOMcom	enchant	enchant
VER	enchanteler	enchanteler
NOMcom	enchantement	enchantement
APD	enchantëor	enchanteur
NOMcom	enchantëor	enchanteur
VER	enchanter	enchanter
NOMcom	enchanteresse	enchanteresse
NOMcom	enchanterie	enchanterie
NOMcom	enchantoison	enchantoison
VER	enchapeler	enchapler
VER	enchaper	enchaper
NOMcom	enchaperonement	enchaperonnement
VER	enchaperoner	enchaperonner
VER	encharauder	encharauder
APD	encharboner	encharbonné
VER	enchardir	encherdir
NOMcom	encharge	encharge
NOMcom	enchargement	enchargement
VER	enchargier	encharger
VER	enchariier	encharoyer
NOMcom	encharnement	encharnement
VER	encharner	encharner
APD	encharner (encharn‚)	encharné
VER	encharoignier	encharogner
NOMcom	enchartement	enchartement
NOMcom	enchartrement	enchartrement
VER	enchartrer	enchartrer
NOMcom	enchassement	enchâssement
VER	enchasser	enchâsser
NOMcom	enchassëure	enchâssure
VER	enchasteler	enchasteler
VER	enchastoner	enchatonner
NOMcom	enchastre	enchastre
NOMcom	enchaucëiz	enchaucis
NOMcom	enchaucement	enchaucement
VER	enchaucier	enchaucier
NOMcom	enchauz	enchaus
APD	enchaver	enchavé
NOMcom	enchavëure	encavure
NOMcom	enche	enque
NOMcom	enchëement	enchéement
VER	encheminer	encheminer
VER	enchëoir	enchoir
NOMcom	enchëoite	enchoite
VER	encherer	enchérer
NOMcom	encherir	enchérissant
VER	encherir	enchérir
NOMcom	encherissement	enchérissement
VER	enchevauchié	enchevaucher
VER	enchevestrer	enchevêtrer
NOMcom	enchevestrëure	enchevêtrure
PRE	enchiés	enchez
VER	enchotir	enchotir
NOMcom	encis	encis
APD	enciselé	enciselé
VER	enciser	enciser
NOMcom	encisëure	encisure
NOMcom	encitement	encitement
VER	enciter	inciter
NOMcom	enclave	enclave
VER	enclaver	enclaver
NOMcom	enclavëure	enclavure
APD	enclin	enclin
NOMcom	enclin	enclin
APD	enclinable	enclinable
NOMcom	enclinance	enclinance
NOMcom	enclinee	enclinée
NOMcom	enclinement	enclinement
VER	encliner	encliner
VER	enclöer	enclouer
NOMcom	encloëure	enclavure
NOMcom	encloistre	encloître
VER	encloistrer	encloîtrer
VER	enclore	enclore
NOMcom	enclos	enclos
VER	encloter	encloter
NOMcom	enclume	enclume
VER	encochier	encocher
VER	encofrer	encoffrer
VER	encoignier	encoigner
VER	encoler	encoller
VER	encolorer	encolorer
VER	encolorir	encolorir
NOMcom	encombrage	encombrage
NOMcom	encombrance	encombrance
NOMcom	encombre	encombre
NOMcom	encombrement	encombrement
VER	encombrer	encombrer
NOMcom	encombrier	encombrier
APD	encombros	encombreux
NOMcom	encomencement	encommencement
VER	encomencier	encommencer
VER	encompagnier	encompagner
VER	encomplir	encomplir
VER	enconchiier	enconchier
VER	enconoistre	enconnaître
ADV	encontre	encontre
APD	encontre	encontre
NOMcom	encontre	encontre
PRE	encontre	encontre
NOMcom	encontree	encontrée
NOMcom	encontrement	encontrement
ADV	encontremont	encontremont
VER	encontrer	encontrer
VER	encopler	encoupler
VER	encoragier	encourager
VER	encordeler	encordeler
VER	encorder	encorder
ADV	encore	encore
APD	encore	encore
NOMcom	encorement	encourement
VER	encorir	encourir
VER	encorner	encorner
VER	encorporer	encorporer
NOMcom	encortinement	encourtinement
VER	encortiner	encourtiner
VER	encosdre	encoudre
PRE	encoste	encoste
VER	encoter	encouter
VER	encouchier	encoucher
NOMcom	encoupement	encoulpement
NOMcom	encoupëor	encoulpeur
VER	encouper	encoulper
VER	encovenancier	enconvenancer
VER	encovenir	enconvenir
VER	encraissier	engraisser
APD	encrampelir	encrampeli
VER	encrampelir	encrampelir
APD	encre	encre
ADV	encre (encrement)	encrement
APD	encrëable	incréable
APD	encrener	encrené
APD	encresté	encrêté
APD	encrieme	encrieme
VER	encrochier	encrucher
VER	encröer	encrouer
NOMcom	encroissement	encroissement
VER	encroistre	encroître
VER	encroler	encrouler
VER	encroser	encreuser
ADV	encui	enqui
APD	encui	enqui
VER	encuirier	encuirer
NOMcom	encuré	encuré
VER	encurer	encurer
NOMcom	encusement	encusement
NOMcom	encusëor	encuseur
VER	encuser	encuser
VER	encuveler	encuveler
VER	endamagier	endommager
ADV	endar	endart
APD	endeble	endeble
NOMcom	endemain	lendemain
ADV	endementieres	endementiers
APD	endementieres	endementiers
ADV	endementre/endementres	endementres
ADV	endementrues	endementrues
VER	endenter	endenter
APD	endenter (endenté)	endenté
NOMcom	endentëure	endenture
APD	endestré	endestré
VER	endesver	endesver
VER	endeter	endetter
APD	endeter (endet‚)	endetté
VER	endevelir	endébellir
VER	endevenir	endevenir
NOMcom	endevin	endevin
NOMcom	endevinëor	endevineur
NOMcom	enditement	enditement
VER	enditier	enditer
NOMcom	endive	endive
VER	endöairier	endouairer
VER	endobler	endoubler
NOMcom	endoctrinement	endoctrinement
NOMcom	endoctrinëor	endoctrineur
VER	endoctriner	endoctriner
VER	endorer	endorer
APD	endormable	endormable
NOMcom	endormement	endormement
NOMcom	endormie	endormie
VER	endormir	endormir
APD	endosser	endossé
VER	endosser	endosser
VER	endoucir	endoucir
VER	endover	endouver
VER	endrapeler	endrapeler
VER	endrecier	endresser
NOMcom	endroit	endroit
PRE	endroit	endroit
VER	endrüir	endruir
VER	enduire	enduire
NOMcom	enduiseur	enduiseur
NOMcom	enduisure	enduisure
NOMcom	endurance	endurance
APD	endurcier	endurci
VER	endurcier	endurcier
VER	endurcir	endurcir
NOMcom	endurcissement	endurcissement
NOMcom	endurement	endurement
NOMcom	endurëor	endureur
VER	endurer	endurer
APD	endureté	endureté
VER	endurir	endurir
APD	enëagier	enagé
NOMcom	enemi	ennemi
APD	enemïable	ennemiable
ADV	enemïable (enemïablement)	ennemiablement
NOMcom	enemïableté	ennemiableté
NOMcom	enemïeté	ennemieté
NOMcom	enemistance	ennemistance
NOMcom	enemistié	inimitié
NOMcom	enerbement	enherbement
VER	enerber	enherber
VER	enerdre	enherdre
APD	enermi	enermi
VER	enerminer	enherminer
VER	enerrer	enerrer
APD	enfadir	enfadi
VER	enfaisseler	enfaisseler
VER	enfaissier	enfaisser
VER	enfaminer	enfaminer
NOMcom	enfance	enfance
NOMcom	enfancel	enfanceau
APD	enfancible	enfancible
NOMcom	enfancibleté	enfancibleté
NOMcom	enfançon	enfançon
NOMcom	enfançonet	enfançonnet
VER	enfanoner	enfanonner
NOMcom	enfant	enfant
NOMcom	enfantel	enfanteau
NOMcom	enfantelet	enfantelet
NOMcom	enfantement	enfantement
VER	enfanter	enfanter
APD	enfanteresse	enfanteresse
NOMcom	enfanteresse	enfanteresse
NOMcom	enfantet	enfantet
NOMcom	enfantëure	enfanture
